N,P,K,temperature,humidity,ph,rainfall,label
91.5,28.7,30.0,24.87,58.26,6.91,169.93,coffee
98.8,33.3,27.6,25.22,56.75,6.23,159.75,coffee
80.0,39.5,27.7,27.48,57.64,6.77,158.89,coffee
102.1,31.6,31.7,26.47,56.12,6.46,145.07,coffee
105.2,34.3,34.0,25.88,54.63,6.09,178.02,coffee
82.0,25.4,29.4,25.41,57.63,6.64,140.0,coffee
100.1,15.0,31.8,24.81,50.0,6.36,157.87,coffee
111.9,28.7,30.9,26.98,57.14,6.83,173.55,coffee
87.1,36.7,26.4,26.65,51.81,6.78,188.27,coffee
97.9,25.9,31.5,25.09,64.32,6.66,161.0,coffee
94.6,21.7,28.4,25.06,55.67,6.4,190.0,coffee
89.7,28.4,31.5,26.29,57.28,6.53,170.64,coffee
102.7,25.9,26.1,24.92,53.2,6.4,165.42,coffee
103.6,38.6,28.7,26.47,58.65,6.99,172.2,coffee
89.9,16.7,30.8,24.84,53.82,6.22,167.01,coffee
115.1,24.9,31.5,25.37,52.66,6.82,151.32,coffee
100.2,25.4,32.2,24.18,58.97,6.35,158.61,coffee
80.0,40.0,31.4,24.54,53.28,6.45,173.96,coffee
81.1,26.6,34.4,24.08,57.8,7.2,172.9,coffee
101.3,30.7,29.0,27.12,56.0,6.01,160.11,coffee
90.3,25.7,29.4,27.0,60.11,6.68,164.96,coffee
89.4,15.0,30.3,26.49,57.09,6.44,170.81,coffee
99.2,38.0,33.1,26.7,60.34,6.21,173.29,coffee
103.8,31.3,31.2,26.07,65.0,6.58,176.7,coffee
95.3,32.4,32.3,25.96,63.76,6.33,158.91,coffee
102.1,33.0,30.4,27.11,55.02,6.26,168.85,coffee
99.2,30.9,29.9,25.07,57.22,6.61,161.19,coffee
98.0,25.0,32.1,25.74,65.0,6.65,158.11,coffee
120.0,30.1,32.5,26.24,59.84,6.76,151.22,coffee
103.7,19.2,29.6,24.59,58.84,6.7,171.01,coffee
102.9,23.7,29.3,26.65,61.5,6.26,145.86,coffee
92.7,34.0,33.0,24.34,58.65,7.15,170.19,coffee
114.2,33.7,27.7,25.26,57.63,6.63,176.45,coffee
104.1,15.0,26.7,23.0,58.16,6.67,168.54,coffee
90.4,31.7,31.8,23.93,52.0,6.6,187.4,coffee
117.0,31.0,28.2,26.61,55.8,6.37,140.0,coffee
101.0,23.6,30.2,23.0,58.14,6.0,178.6,coffee
105.2,25.8,31.4,24.28,57.77,6.84,140.0,coffee
95.5,27.4,29.5,27.32,53.29,6.41,141.05,coffee
115.1,26.0,28.9,25.43,59.89,6.7,190.0,coffee
104.5,24.6,28.6,25.01,51.87,6.61,174.79,coffee
93.9,22.5,33.8,23.72,50.0,6.25,145.74,coffee
103.9,25.2,29.5,26.94,54.91,6.83,183.89,coffee
95.4,32.1,29.4,26.66,51.61,6.11,160.11,coffee
91.1,24.3,29.5,26.4,55.97,6.35,160.61,coffee
92.3,21.7,26.0,25.59,55.37,6.89,146.91,coffee
94.6,38.8,27.7,25.2,52.94,6.2,184.34,coffee
101.7,28.3,25.8,25.95,61.84,6.94,173.35,coffee
88.7,29.5,31.7,23.26,53.3,6.87,175.95,coffee
84.5,32.5,30.2,26.48,55.12,6.79,175.55,coffee
96.5,27.6,28.4,27.56,57.05,6.32,156.05,coffee
